product_id,docid,product_url,text
74823706,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-beauty-clinic-mumbai-5w4x4.jpg,"The image shows a sign for a beauty clinic, specifically a health and beauty clinic for women only. The sign is black with yellow lettering and features a logo of a woman's face in the top-left corner. The clinic's name, ""Gazalle,"" is written in large letters across the top of the sign, with the tagline ""Health & Beauty Clinic Only Ladies"" written below it. The address of the clinic is listed at the bottom of the sign, along with a phone number and a description of the services offered. The sign is attached to a metal fence, and there are palm trees visible in the background."
74823707,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-beauty-clinic-mumbai-bmwex.jpg,"This image shows the interior of a salon, with a large mirror mounted on the wall. The mirror is rectangular and has a dark brown frame. It reflects the interior of the salon, including a black salon chair, a black salon station with a mirror, and a woman in a red shirt standing behind a water cooler. The walls of the salon are white, and there are several shelves and cabinets visible in the reflection. The overall atmosphere of the image suggests a clean and modern salon."
74823708,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-beauty-clinic-mumbai-59o8f.jpg,"The image shows a door with a poster of a woman on it. The poster is of a woman with long brown hair and bangs, wearing a white shirt. The door is light blue and has a silver handle in the center. Above the door, there is a sign that says ""VISA"" and ""CARDS ACCEPTED HERE"" in white letters on a black background. To the right of the door, there is a floral patterned wall or curtain. The overall atmosphere of the image suggests that it is a storefront or business establishment, possibly a salon or beauty shop."
251205588,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-apwdbn4h5d.jpg,"This image shows a salon room with two chairs, a mirror, and a rolling cart."
251205594,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-lt5973inan.jpg,"The image depicts a salon or barbershop, featuring a long counter with a mirror, two black chairs, and a desk. The wall behind the counter is adorned with a red and yellow color scheme, while the wall opposite the counter features a red hue. The floor is tiled, and a doorway is visible in the background."
251205596,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-ifzo1xd47i.jpg,"The image depicts a woman with long, dark hair, sitting in a salon chair with a cape draped over her shoulders. The woman is facing the camera on the left side of the image, while the back of her head is visible on the right side. The image appears to be a before-and-after collage, showcasing the woman's hair transformation."
251205604,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-b3iaovd8h4.jpg,"This image is a before and after of a woman's hair. The woman has long, dark hair and is sitting in a salon chair with a towel draped over her shoulders. In the left image, her hair is straight and shiny, while in the right image, it appears to be frizzy and tangled. The background of the image shows a salon setting, with various tools and equipment visible on the counter behind the woman. Overall, the image suggests that the woman has undergone a hair treatment or styling process, resulting in a transformation from frizzy and tangled hair to smooth and shiny locks."
251205606,022P1000844,http://images.jdmagicbox.com/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-mowhhtax8y.jpg,"This image presents a side-by-side comparison of a woman's face, showcasing her head and neck from the left and right sides. The woman is adorned with traditional Indian jewelry, including a nose ring, earrings, and a necklace, which are characteristic of Indian culture. Her attire is also indicative of Indian dress, with a veil covering her head and a traditional Indian outfit. The background of the image is a deep red color, which is typical of Indian wedding attire and decorations."
251205607,022P1000844,https://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-izna3tm2l1.jpg,"This image appears to be a partial advertisement for a health and beauty clinic. The business name is ""Gazalle Health & Beauty Clinic"" and the phone number is listed as 9920558177 or 9223414347. The business is located at 10, Parvati Nagar, Shopping Complex, Near Sai Ganesh Temple, Yari Road, Versova, Andheri (W)."
362481106,022P1000844,http://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-steq4af6bc.jpg,"**Overview of the Image**

The image is an advertisement for a beauty clinic, featuring a black background with gold and red accents. The top-left corner displays a logo consisting of a stylized face with a flower in its hair, accompanied by the text ""GAZALLE HEALTH AND BEAUTY CLINIC"" in gold letters.

**Promotional Offers**

The left side of the image lists several promotional offers in red and gold text:

* **VALENTINE DAY**
* **ONE PLUS ONE OFFER**
* **HYDRAFACIAL**
* **HAIRSPA**
* **HEADMASSAGE**
* **PEDICURE**
* **BRING YOUR LOVED ONE TO PAMPER**

A yellow banner at the bottom of the left side reads ""BOOK YOUR APPOINTMENT"" in black text.

**Visual Elements**

The right side of the image features four circular photos showcasing various beauty treatments:

* A woman receiving a HydraFacial treatment
* A woman having her hair washed
* A woman getting a head massage
* A woman getting a pedicure

**Contact Information**

In the bottom-right corner, the phone number ""9223414347 7738870972"" is displayed in gold text.

**Overall**

The image effectively promotes the beauty clinic's services and encourages viewers to book an appointment. The use of bright colors and eye-catching graphics makes the advertisement visually appealing and attention-grabbing."
362481128,022P1000844,http://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-4cj9bnwme6.jpg,"This image is an advertisement for the Gazalle Health and Beauty Clinic, offering a 20% discount on waxing services. The ad features three circular images of women receiving hair treatments, with a prominent call-to-action to book an appointment. The background is black with gold accents, and the clinic's contact information is provided at the bottom."
372490779,022P1000844,http://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-nmhko529g8.jpg,"This image shows a woman's hands with her fingers interlaced and resting on her lap. The woman is wearing a purple, long-sleeved top with a bandhani pattern and gold and silver jewelry. Her fingernails are short and painted pink, with one nail adorned with a rhinestone."
381895877,022P1000844,http://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-9chrjjps2l.jpg,"The image depicts a pair of hands with white nail polish and a gold ring on the middle finger. The hands are resting on a black cloth, which is placed on a white surface. The person's nails are neatly manicured, and they are wearing a gold ring on their middle finger. The background of the image is out of focus, but it appears to be a room with white walls and a white table or countertop. The overall atmosphere of the image suggests that the person is getting their nails done at a salon or spa."
392838618,022P1000844,http://images.jdmagicbox.com/v2/comp/mumbai/44/022p1000844/catalogue/gazalle-health-and-beauty-clinic-andheri-west-mumbai-beauty-parlours-dk392dmpy5.jpg,"**Image Overview**

The image is an advertisement for a hair treatment service, specifically highlighting the benefits of hair keratin/botox treatment. The ad features three circular images showcasing different aspects of the treatment process.

**Treatment Details**

* **Price**: The treatment starts at 2499 rupees.
* **Benefits**: The treatment offers instant shine, maximum frizz control, and a straight result.
* **Nutrition**: It provides maximum nutrition.
* **Infusion**: The treatment includes 100% real infusions.
* **Constructions**: It can construct hair up to 40 washes.

**Contact Information**

* **Phone Number**: 7738870972
* **WhatsApp**: 9223414347

**Location**

* **Address**: Shop no 10 Parvati Nagar behind Sai Ganesh Mandir yari road Andheri West Mumbai61

**Call to Action**

* **Book Your Appointment Now**

Overall, the image effectively communicates the value and benefits of the hair keratin/botox treatment, making it an attractive option for those seeking to improve the health and appearance of their hair."
61363484,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-21vyg1c.jpg,"The image shows a collection of various bottles and containers on two glass shelves, likely in a bathroom or storage room. The shelves are filled with an assortment of items, including:

* Bottles of shampoo, conditioner, and body wash
* Containers of lotion, cream, and other personal care products
* Jars of cotton balls, Q-tips, and other bathroom essentials
* Small containers of makeup, nail polish, and other beauty products
* A few loose items, such as a roll of toilet paper, a box of tissues, and a small container of medication

The background of the image is a white marble wall, which provides a clean and elegant backdrop for the shelves and their contents. Overall, the image suggests a well-organized and tidy bathroom or storage space, with a variety of products and supplies neatly arranged on the shelves."
61363485,022P1006580,http://images.jdmagicbox.com/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-ysifrn.jpeg,"This image shows a shelf in a store with various beauty products on it. The products include hair dye, skin care, and hair care items. The shelf is made of glass and has a black frame. It is attached to a white marble wall. There are several boxes and bottles on the shelf, including a box of hair dye, a bottle of skin care cream, and a box of hair care products. The products are arranged in a neat and organized manner, with each item facing forward and visible. The overall atmosphere of the image suggests a clean and well-maintained store environment."
88356510,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-02k25cit0n.jpg,"The image depicts a barbershop, with two men inside. One man is standing in front of a mirror, while the other is sitting in a chair. The room is well-lit and has several chairs, mirrors, and other equipment. The atmosphere appears to be professional and clean, suggesting that the barbershop is a place where people can come to get a haircut or other grooming services."
88356512,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-uuvmju5sh6.jpg,"The image shows a man sitting in a barber's chair, with a barber standing to his right. The man is wearing a blue cape and has a pair of scissors in the barber's hand. The barber is wearing a purple shirt with the word ""Cinz"" on the back. There are various objects on the counter in front of them, including a television, a fan, and a bottle of hair dye. In the background, there is a red cabinet and a window that lets in natural light. The overall atmosphere suggests a busy and professional barber shop."
88356513,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-1depxn0fqz.jpg,"The image shows a hair salon with a black sink, a shelf with various bottles and containers, and a mirror on the wall. The room is well-lit, with fluorescent lights on the ceiling and a fan in the corner. The walls are white, and there is a large window on the right side of the room that allows natural light to enter. In the background, there is a red cabinet and a black chair, suggesting that the salon may have multiple stations for stylists to work at. Overall, the image suggests a clean and organized workspace for haircuts and other beauty services."
126408293,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-mumbai-10su8albnw.jpg,"This image shows the interior of a barber shop. 

There are two men in the foreground of the image. The man on the right is standing and appears to be a barber. He is wearing a gray shirt and blue jeans. He is holding a comb in his right hand and appears to be cutting the hair of the man sitting in the chair in front of him. The man sitting in the chair is wearing a purple cape. He is facing away from the camera and has his head tilted back. 

The barber shop has a large mirror on the wall behind the barber and customer. There are various bottles of hair products and other items on the counter in front of the mirror. There are also several chairs and other pieces of equipment visible in the room."
126408297,022P1006580,http://images.jdmagicbox.com/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-mumbai-ybclpfc30o.jpg,"This image shows the interior of a barber shop, as seen through the glass door. The interior has white walls and ceiling with recessed lighting, and a white tile floor. There are two barber chairs in the room, one on the left and one on the right. The chair on the left is empty, while the one on the right has a man sitting in it, wearing a purple cape. He is facing away from the camera, and the barber is standing behind him, cutting his hair. There is a large mirror on the back wall, reflecting the scene. On the right side of the mirror, there is a shelf with various hair care products. In the background, there are posters and signs on the walls, including one that says ""PULL"" in blue letters. The overall atmosphere suggests a busy and active barber shop, with customers being served by the barbers."
139786377,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-mumbai-04e7xcqolw.jpg,"This image shows the sign of a men's salon. It has the name of the business, Citizen Men Saloon, and the names and phone numbers of the owners, Mohd. Gulam and Mali. The sign also features pictures of men with different hairstyles, including fades, pompadours, and man buns."
139786378,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-mumbai-0c9r6z7kkh.jpg,"The image shows a barber shop with a long counter in the foreground, where various hair care products are displayed. On the left side of the image, there is a man standing with his back to the camera, wearing a black t-shirt and blue jeans. He has short hair and is facing a mirror on the wall. The mirror reflects another man sitting in a chair, who appears to be getting a haircut.

On the counter, there are several bottles of hair care products, including shampoo, conditioner, and styling products. There are also some hair clippers and combs on the counter. In the background, there is a poster on the wall with pictures of different hairstyles. The walls of the barber shop are painted purple and yellow, and there are several lights on the ceiling. Overall, the image suggests that this is a busy barber shop where customers can come to get a haircut and other grooming services."
139786380,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-mumbai-5nuxbeknbv.jpg,"The image shows a barber shop with various items on the counter, including:

* A blue and black three-tiered basket filled with hair care products, such as shampoo, conditioner, and styling gel.
* A bottle of shaving gel and a bottle of face wash on the counter.
* A pair of scissors, a comb, and a brush on the counter.
* A mirror on the wall behind the counter, reflecting the barber and the rest of the shop.
* A fan on the wall to the left of the mirror.
* A shelf on the wall to the right of the mirror, holding various hair care products and other items.
* A poster on the wall to the left of the mirror, featuring a man's face.
* A green marble countertop with a few hairs and other debris on it.

Overall, the image suggests that this is a busy barber shop with a variety of products and tools available for use."
194869262,022P1006580,http://images.jdmagicbox.com/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-ehu3g4io9f.jpg,"This image appears to be a sign for a men's saloon. The sign is black with green lettering and features the words ""CITIZEN MEN SALOON"" in large letters at the top. Below this, there are six images of men with different hairstyles, showcasing the various services offered by the saloon. The sign also includes the address and phone number of the saloon, as well as a logo that appears to be a stylized letter ""C"". Overall, the sign effectively communicates the name and services of the men's saloon, making it easy for potential customers to find and visit the establishment."
194869743,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-in7lapu3fc.jpg,"This image shows the interior of a barber shop. 

The barber shop has white walls and ceiling, with a large mirror on the left wall and a glass door on the right wall. There are several pieces of equipment visible, including a hair dryer, a chair, and a desk. A man is sitting in the chair, and another man is standing behind him, possibly a barber. The floor is made of white tile, and there are various items on the shelves and countertops, such as bottles of hair products and magazines. In the background, there is a window that lets in natural light and allows the barber to see outside. Overall, the atmosphere of the barber shop appears to be clean and professional, with a focus on providing high-quality haircuts and grooming services to its customers."
208883390,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-kh7sa0a0bo.jpg,"The image shows the interior of a barber shop, with two barber chairs, a mirror, and various other items. 

* Two barber chairs are visible in the foreground, both facing away from the camera.
	+ The chairs are black with silver metal frames and have a classic design.
	+ They appear to be well-maintained and clean.
* A large mirror is mounted on the wall behind the chairs, reflecting the room and its contents.
	+ The mirror is rectangular in shape and has a simple frame.
	+ It appears to be a standard mirror, possibly made of glass or acrylic.
* A television is mounted on the wall above the mirror, displaying a video or image.
	+ The TV is small and compact, likely a flat-screen model.
	+ It is positioned at an angle, suggesting that it is intended for viewing by customers while they sit in the barber chairs.
* A fan is mounted on the wall below the TV, providing a source of ventilation.
	+ The fan is white and has three blades.
	+ It appears to be a standard household fan, possibly used to circulate air in the room.
* A shelf is mounted on the wall between the two barber chairs, holding various items.
	+ The shelf is made of wood and has a simple design.
	+ It appears to be used to store items such as hair products, combs, and other barbering supplies.
* A poster or advertisement is displayed on the wall near the entrance to the barber shop.
	+ The poster is colorful and eye-catching, featuring an image of a person with a stylish haircut.
	+ It appears to be promoting a specific product or service offered by the barber shop.

Overall, the image suggests that this is a well-equipped and modern barber shop, with a focus on providing a comfortable and convenient experience for customers."
210365019,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-s8mamxirun.jpg,"This image appears to be taken in a barber shop. The barber chair is in the foreground and there is a cabinet with drawers and a mirror behind it. There are also various items on the counter, such as hair clippers, combs, and other grooming tools."
251206016,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-gnuiafej47.jpg,"The image shows a business card for a men's saloon called ""CITIZEN MEN SALOON"" with a gray background and green text. The card includes the name of the owner, Mohd. Gulam, and his phone number, as well as the address of the saloon. The card also features images of men with different hairstyles, suggesting that the saloon offers a variety of services related to men's grooming and styling."
251206017,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-v48641483z.jpg,"This image appears to be a business card for a men's saloon. It is a grey business card with green and white lettering. The business card has the name ""Citizen"" in large green letters with ""Men Saloon"" underneath it. There are seven small pictures of different men's hairstyles. The business card is on a grey and black marble background."
251206022,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-odz3pe4zzr.jpg,"This image shows a screenshot of a COVID-19 vaccination certificate. The certificate includes the following information:

* **Beneficiary Details**: Name, age, gender, ID verified, unique health ID (UHID), and beneficiary reference ID.
* **Vaccination Details**: Vaccine name, date of 1st dose, date of 2nd dose, and vaccination center.
* **QR Code**: A QR code that can be scanned to verify the certificate.

The certificate is issued by the Ministry of Health & Family Welfare, Government of India, and is presented in both English and Hindi."
251206026,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-yrqw1zdok1.jpg,"This image shows a salon with black leather chairs and a long black counter that has various hair care products on it. There is a mirror on the left side of the image and a window along the back wall. The floor is white marble. There are also some shelves on the wall with more hair care products and other items on them. The overall atmosphere suggests a clean and organized space, possibly a busy salon with a variety of services offered."
251206027,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-06fnsyiki1.jpg,"This image shows a business card for a men's salon. The card is dark blue with white and green text, and it features the name of the salon, ""CITIZEN MEN SALOON,"" in large letters. Below the name are six small photos of men with different hairstyles, likely showcasing the salon's services. The card also includes the address, phone number, and name of the owner, Mohd. Gulam, as well as a logo for the Redmi Note 8 AI Quad Camera in the bottom-left corner."
251206040,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-fuioj0nfni.jpg,"The image shows a man wearing a black polo shirt with a logo on the left side of his chest that says ""CITIZEN"" in green letters. The man has dark hair and is looking at the camera. He appears to be indoors, as evidenced by the ceiling and fluorescent light fixture above him. In the background, there is a clock on the wall behind the man's right shoulder. The overall atmosphere of the image suggests that the man is in a casual setting, possibly a home or office."
251206048,022P1006580,https://images.jdmagicbox.com/v2/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-goezftcvcx.jpg,"This image shows a selfie-style photograph of a man in a black polo shirt. 

The man has short, dark hair and is wearing a black polo shirt with a collar and two buttons. The shirt has green writing on the left side of the chest that says ""CITIZEN"" and some other writing above it that is not legible. There is a small American flag logo on the bottom left of the shirt. 

The background of the image is a room with white walls and ceiling, with various objects visible, including a clock, a fan, and a bulletin board."
251206053,022P1006580,http://images.jdmagicbox.com/comp/mumbai/80/022p1006580/catalogue/citizen-men-salon-andheri-west-mumbai-salons-95ecf7lojz.jpg,"This image shows a man with dark hair and a beard, wearing a black t-shirt with a red and black design on it. The design features a cartoonish drawing of a man's head in profile, with a green mustache and a red circle around it. The words ""MASTER OF DARKNESS"" are written in white letters above the design.

The man is also wearing a gold necklace and has a calendar hanging on the wall behind him. The calendar appears to be a wall calendar, with pictures of men's haircuts and dates listed on it. There are also some other items visible in the background, including a desk or table with papers and pens on it, and a window with a view of the outside.

Overall, the image suggests that the man is a barber or hairstylist, and the calendar and other items in the background may be related to his work."
